Recency,Frequency,Monetary,CustomerID,Clusters
1.0,132.06038055500005,173.83751516262612,12347.0,0.0
74.0,90.38726428688683,63.54471154143375,12348.0,1.0
18.0,48.71414801877361,105.58948682287802,12349.0,1.0
309.0,48.71414801877361,59.54521675555356,12350.0,2.0
34.99999999999999,145.9514193110378,134.54921379189943,12352.0,0.0
203.0,48.71414801877361,51.06960345283337,12353.0,2.0
231.0,48.71414801877361,79.66150123817927,12354.0,2.0
213.0,48.71414801877361,57.127560149235656,12355.0,2.0
22.0,76.49622553084909,116.60847487544464,12356.0,1.0
32.0,48.71414801877361,197.44869495944195,12357.0,1.0
1.0,62.605186774811344,87.8532125794147,12358.0,1.0
57.0,90.38726428688683,268.0915848575055,12359.0,0.0
51.0,76.49622553084909,139.12963692232628,12360.0,1.0
286.0,48.71414801877361,54.55448276108304,12361.0,2.0
2.0,173.73349682311328,226.16976468346826,12362.0,0.0
109.0,62.605186774811344,66.37682356597757,12363.0,1.0
7.0,90.38726428688683,90.58723682164506,12364.0,1.0
290.0,62.605186774811344,70.14767711280314,12365.0,2.0
3.0,48.71414801877361,53.394007590050435,12367.0,1.0
50.0,90.38726428688683,148.83652819669265,12370.0,1.0
44.0,62.605186774811344,108.34250693844373,12371.0,1.0
71.0,76.49622553084909,86.67270539650119,12372.0,1.0
310.0,48.71414801877361,59.70754512769205,12373.0,2.0
24.0,48.71414801877361,73.65500608954002,12374.0,1.0
10.0,62.605186774811344,61.64167041274637,12375.0,1.0
314.0,62.605186774811344,104.22765539449065,12377.0,2.0
129.0,48.71414801877361,180.46051274587643,12378.0,1.0
81.0,62.605186774811344,76.02120114809489,12379.0,1.0
21.0,90.38726428688683,126.32261911962998,12380.0,1.0
4.0,104.27830304292458,110.9207650193242,12381.0,1.0
184.0,104.27830304292458,106.00014306643688,12383.0,2.0
28.0,62.605186774811344,68.20975265308174,12384.0,1.0
366.0,48.71414801877361,55.44556191026878,12386.0,2.0
15.0,118.16934179896232,135.5010797357583,12388.0,1.0
79.0,48.71414801877361,66.17788496522914,12390.0,1.0
21.0,48.71414801877361,63.71083908823931,12391.0,1.0
71.0,90.38726428688683,89.216770905378,12393.0,1.0
63.0,62.605186774811344,66.75259647850241,12394.0,1.0
18.0,201.51557433518877,133.25853054364086,12395.0,0.0
34.99999999999999,62.605186774811344,129.9356342280145,12397.0,1.0
45.0,48.71414801877361,103.15766965643739,12398.0,1.0
118.0,90.38726428688683,75.76941948152263,12399.0,1.0
302.0,48.71414801877361,50.90727508069488,12401.0,2.0
322.0,48.71414801877361,55.787487630305165,12402.0,2.0
49.0,48.71414801877361,52.44766771843458,12403.0,1.0
148.0,48.71414801877361,102.77533453312398,12405.0,2.0
21.0,62.605186774811344,153.37723268287286,12406.0,1.0
49.0,104.27830304292458,96.94843673238265,12407.0,1.0
32.0,104.27830304292458,128.39696848785073,12408.0,1.0
78.0,76.49622553084909,167.2342042117415,12409.0,1.0
308.0,62.605186774811344,71.9419236942062,12410.0,2.0
74.0,76.49622553084909,89.4081111567923,12412.0,1.0
66.0,76.49622553084909,74.17894681408063,12413.0,1.0
216.0,76.49622553084909,64.00924698936197,12414.0,2.0
24.0,201.51557433518877,333.1310375011545,12415.0,0.0
2.0,159.84245806707554,169.61421445090394,12417.0,0.0
112.0,48.71414801877361,70.60634110897315,12418.0,1.0
63.0,48.71414801877361,67.68753882611706,12420.0,1.0
15.0,90.38726428688683,75.2226837089796,12421.0,1.0
95.0,76.49622553084909,75.74904209012652,12422.0,1.0
0.0,145.9514193110378,112.21248440612831,12423.0,1.0
162.0,62.605186774811344,72.30077301048681,12424.0,2.0
77.0,48.71414801877361,68.04984193754956,12425.0,1.0
194.0,48.71414801877361,68.12202625622392,12426.0,2.0
21.0,76.49622553084909,74.42831082404658,12427.0,1.0
25.0,159.84245806707554,309.8997751710458,12428.0,0.0
8.0,90.38726428688683,158.40803070110525,12429.0,1.0
42.0,48.71414801877361,56.85125653708504,12430.0,1.0
59.0,215.40661309122657,213.54130809012423,12431.0,0.0
42.0,104.27830304292458,176.52111399563898,12432.0,0.0
0.0,132.06038055500005,339.89564068563203,12433.0,0.0
84.0,62.605186774811344,75.8381500050451,12434.0,1.0
267.0,48.71414801877361,94.9120791108326,12435.0,2.0
99.0,48.71414801877361,65.57588847025598,12436.0,1.0
1.0,284.8618068714153,199.644617917009,12437.0,0.0
13.0,62.605186774811344,146.98736627237466,12438.0,1.0
366.0,48.71414801877361,53.9897872537502,12441.0,2.0
2.0,48.71414801877361,53.938325705987154,12442.0,1.0
20.0,104.27830304292458,220.87406057708648,12444.0,0.0
21.0,48.71414801877361,52.6030885002693,12445.0,1.0
57.0,48.71414801877361,82.61345995449342,12446.0,1.0
242.0,48.71414801877361,64.45271428686371,12447.0,2.0
43.0,48.71414801877361,63.51880807779463,12448.0,1.0
21.0,90.38726428688683,188.47159060066838,12449.0,0.0
155.0,62.605186774811344,52.550590813960675,12450.0,2.0
10.0,104.27830304292458,282.05113410238505,12451.0,0.0
16.0,62.605186774811344,62.866731553119166,12452.0,1.0
133.0,48.71414801877361,72.41716590710527,12453.0,1.0
55.0,48.71414801877361,68.08645216615952,12454.0,1.0
72.0,118.16934179896232,96.2404087262467,12455.0,1.0
43.0,76.49622553084909,146.0641668282764,12456.0,1.0
84.0,90.38726428688683,100.92617260880597,12457.0,1.0
70.0,62.605186774811344,76.43358428922967,12458.0,1.0
93.0,62.605186774811344,76.55446711954558,12461.0,1.0
18.0,62.605186774811344,87.78862661007449,12462.0,1.0
52.0,90.38726428688683,94.44167221114617,12463.0,1.0
9.0,145.9514193110378,89.85744990605224,12464.0,1.0
16.0,62.605186774811344,72.22029958344795,12465.0,1.0
187.0,62.605186774811344,72.38435485316238,12468.0,2.0
31.000000000000007,132.06038055500005,258.5228453892144,,
28.0,104.27830304292458,175.96816139182255,12472.0,0.0
16.0,284.8618068714153,295.31336210609953,12473.0,0.0
53.0,48.71414801877361,70.91649191361222,12474.0,0.0
